"SpeciesCode","LifeStage","Count","EventID","LocationID","SnorkelSurveysID","BasinWideUnitSnorkel","StartDate","FieldSeason","Latitude","Longitude","StreamNumber","Watershed","StreamName","HabitatDescriptionSnorkel","Pass","Visibility","TimeElapsed_s","RiverReach"
"SH","YoY",1,14257,65,4794,738,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
"SH","1+",0,14257,65,4794,738,"2020-08-04",2020,37.901088,-122.581296,"68","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",60,"Dipsea"
"CO","YoY",0,14258,66,4795,747,"2020-08-04",2020,37.901375,-122.581908,"69","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"SH","YoY",1,14258,66,4795,747,"2020-08-04",2020,37.901375,-122.581908,"69","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"SH","1+",2,14258,66,4795,747,"2020-08-04",2020,37.901375,-122.581908,"69","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"CO","YoY",0,14259,69,4796,766,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Foot4"
"SH","1+",0,14259,69,4796,766,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Foot4"
"SH","YoY",1,14259,69,4796,766,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,"1",120,"Foot4"
"CO","YoY",0,14260,69,4797,773,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"SH","YoY",1,14260,69,4797,773,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"SH","1+",0,14260,69,4797,773,"2020-08-04",2020,37.902344,-122.583606,"71","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"Foot4"
"CO","YoY",0,14261,70,4798,788,"2020-08-04",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",1,"1",240,"Foot4"
"SH","YoY",1,14261,70,4798,788,"2020-08-04",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",1,"1",240,"Foot4"
"SH","1+",9,14261,70,4798,788,"2020-08-04",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",1,"1",240,"Foot4"
"CO","YoY",0,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".6",180,"KentCreekTrail"
"CO","YoY",0,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".6",300,"KentCreekTrail"
"SH","1+",1,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".6",180,"KentCreekTrail"
"SH","YoY",1,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".6",180,"KentCreekTrail"
"CO","YoY",0,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",240,"KentCreekTrail"
"SH","1+",0,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".6",300,"KentCreekTrail"
"SH","1+",1,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",240,"KentCreekTrail"
"SH","YoY",1,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",240,"KentCreekTrail"
"SH","YoY",1,14270,39,4807,468,"2020-08-05",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".6",300,"KentCreekTrail"
"CO","YoY",10,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".6",720,"Dipsea"
"SH","1+",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".6",480,"Dipsea"
"SH","YoY",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".6",480,"Dipsea"
"CO","YoY",11,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",4,".6",480,"Dipsea"
"SH","YoY",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".6",720,"Dipsea"
"SH","1+",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",480,"Dipsea"
"SH","YoY",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",480,"Dipsea"
"CO","YoY",13,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",480,"Dipsea"
"SH","1+",1,14271,50,4808,593,"2020-08-05",2020,37.892846,-122.573028,"54","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".6",720,"Dipsea"
"CO","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,".8",180,"Dipsea"
"SH","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,".8",120,"Dipsea"
"CO","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,".8",120,"Dipsea"
"SH","1+",0,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,".8",120,"Dipsea"
"SH","1+",0,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",180,"Dipsea"
"SH","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",180,"Dipsea"
"CO","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",180,"Dipsea"
"SH","1+",0,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,".8",180,"Dipsea"
"SH","YoY",1,14272,48,4809,564,"2020-08-05",2020,37.891777,-122.571389,"52","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,".8",180,"Dipsea"
"CO","YoY",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",360,"Dipsea"
"SH","1+",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".7",360,"Dipsea"
"SH","YoY",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".7",360,"Dipsea"
"CO","YoY",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",4,".7",360,"Dipsea"
"SH","YoY",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",360,"Dipsea"
"SH","1+",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",180,"Dipsea"
"SH","YoY",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",180,"Dipsea"
"CO","YoY",0,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",180,"Dipsea"
"SH","1+",1,14273,57,4810,645,"2020-08-05",2020,37.896938,-122.575001,"60","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",360,"Dipsea"
"CO","YoY",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",NA,"Dipsea"
"SH","1+",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,"1",NA,"Dipsea"
"SH","YoY",1,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,"1",NA,"Dipsea"
"SH","1+",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,"1",NA,"Dipsea"
"CO","YoY",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",4,"1",NA,"Dipsea"
"CO","YoY",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,"1",NA,"Dipsea"
"SH","YoY",1,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",NA,"Dipsea"
"SH","1+",0,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",2,"1",NA,"Dipsea"
"SH","YoY",1,14274,58,4811,663,"2020-08-10",2020,37.897776,-122.57541,"61","Redwood Creek","Redwood Creek Mainstem","Flatwater",3,"1",NA,"Dipsea"
"CO","YoY",0,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",4,".9",NA,"Foot4"
"SH","YoY",1,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",4,".9",NA,"Foot4"
"SH","1+",15,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",3,".9",NA,"Foot4"
"SH","YoY",1,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",3,".9",NA,"Foot4"
"CO","YoY",0,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",3,".9",NA,"Foot4"
"SH","1+",13,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",2,"1",NA,"Foot4"
"SH","YoY",1,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",2,"1",NA,"Foot4"
"CO","YoY",0,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",2,"1",NA,"Foot4"
"SH","1+",13,14275,70,4812,788,"2020-08-10",2020,37.902869,-122.584561,"72","Redwood Creek","Redwood Creek Mainstem","Plunge Pool",4,".9",NA,"Foot4"
"SH","1+",7,14279,21,4816,284,"2020-08-11",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",NA,"PacificWay"
"CO","YoY",0,14279,21,4816,284,"2020-08-11",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",NA,"PacificWay"
"SH","YoY",1,14279,21,4816,284,"2020-08-11",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",NA,"PacificWay"
"SH","1+",2,14280,414,4817,18,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"CO","YoY",0,14280,414,4817,18,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"SH","YoY",1,14280,414,4817,18,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"CO","YoY",0,14281,414,4818,23,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,".8",60,"PacificWay"
"SH","YoY",1,14281,414,4818,23,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,".8",60,"PacificWay"
"SH","1+",0,14281,414,4818,23,"2020-08-12",2020,37.862189,-122.573932,"0.6","Redwood Creek","Redwood Creek Mainstem","Flatwater",1,".8",60,"PacificWay"
"SH","YoY",1,14282,12,4819,36,"2020-07-21",2020,37.86504,-122.57661,"2","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",240,"PacificWay"
"SH","1+",8,14282,12,4819,36,"2020-07-21",2020,37.86504,-122.57661,"2","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",240,"PacificWay"
"CO","YoY",0,14282,12,4819,36,"2020-07-21",2020,37.86504,-122.57661,"2","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",240,"PacificWay"
"CO","YoY",0,14283,23,4820,43,"2020-07-21",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",660,"PacificWay"
"SH","YoY",1,14283,23,4820,43,"2020-07-21",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",660,"PacificWay"
"SH","1+",3,14283,23,4820,43,"2020-07-21",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",660,"PacificWay"
"CO","YoY",0,14284,45,4821,53,"2020-07-21",2020,37.866513,-122.579249,"5","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",300,NA
"SH","YoY",1,14284,45,4821,53,"2020-07-21",2020,37.866513,-122.579249,"5","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",300,NA
"SH","1+",10,14284,45,4821,53,"2020-07-21",2020,37.866513,-122.579249,"5","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",300,NA
"CO","YoY",0,14285,56,4822,65,"2020-07-21",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"Dipsea"
"SH","YoY",1,14285,56,4822,65,"2020-07-21",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"Dipsea"
"SH","1+",3,14285,56,4822,65,"2020-07-21",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"Dipsea"
"CO","YoY",0,14286,67,4823,73,"2020-07-21",2020,37.86783,-122.57979,"7","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",480,"Foot4"
"SH","YoY",1,14286,67,4823,73,"2020-07-21",2020,37.86783,-122.57979,"7","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",480,"Foot4"
"SH","1+",3,14286,67,4823,73,"2020-07-21",2020,37.86783,-122.57979,"7","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",480,"Foot4"
"SH","1+",9,14287,74,4824,82,"2020-07-21",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",780,NA
"CO","YoY",0,14287,74,4824,82,"2020-07-21",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",780,NA
"SH","YoY",1,14287,74,4824,82,"2020-07-21",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",780,NA
"SH","1+",18,14288,75,4825,88,"2020-07-21",2020,37.86919,-122.58114,"9","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",360,NA
"CO","YoY",1,14288,75,4825,88,"2020-07-21",2020,37.86919,-122.58114,"9","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",360,NA
"SH","YoY",1,14288,75,4825,88,"2020-07-21",2020,37.86919,-122.58114,"9","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",360,NA
"CO","YoY",0,14289,2,4826,97,"2020-07-21",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",NA,"PacificWay"
"SH","YoY",1,14289,2,4826,97,"2020-07-21",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",NA,"PacificWay"
"SH","1+",2,14289,2,4826,97,"2020-07-21",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",NA,"PacificWay"
"CO","YoY",0,14290,3,4827,113,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",120,"PacificWay"
"SH","YoY",1,14290,3,4827,113,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",120,"PacificWay"
"SH","1+",6,14290,3,4827,113,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",120,"PacificWay"
"CO","YoY",0,14291,3,4828,120,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",60,"PacificWay"
"SH","YoY",1,14291,3,4828,120,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",60,"PacificWay"
"SH","1+",0,14291,3,4828,120,"2020-07-21",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".8",60,"PacificWay"
"CO","YoY",0,14292,4,4829,131,"2020-07-21",2020,37.870986,-122.582781,"12","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","YoY",1,14292,4,4829,131,"2020-07-21",2020,37.870986,-122.582781,"12","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","1+",5,14292,4,4829,131,"2020-07-21",2020,37.870986,-122.582781,"12","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"CO","YoY",0,14293,5,4830,143,"2020-07-21",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","YoY",1,14293,5,4830,143,"2020-07-21",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","1+",2,14293,5,4830,143,"2020-07-21",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","1+",1,14294,6,4831,152,"2020-07-22",2020,37.872729,-122.582945,"14","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",420,"PacificWay"
"CO","YoY",0,14294,6,4831,152,"2020-07-22",2020,37.872729,-122.582945,"14","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",420,"PacificWay"
"SH","YoY",1,14294,6,4831,152,"2020-07-22",2020,37.872729,-122.582945,"14","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",420,"PacificWay"
"CO","YoY",0,14295,7,4832,167,"2020-07-22",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","YoY",1,14295,7,4832,167,"2020-07-22",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","1+",3,14295,7,4832,167,"2020-07-22",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",180,"PacificWay"
"SH","1+",3,14296,8,4833,172,"2020-07-22",2020,37.873734,-122.583204,"16","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"CO","YoY",0,14296,8,4833,172,"2020-07-22",2020,37.873734,-122.583204,"16","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"SH","YoY",1,14296,8,4833,172,"2020-07-22",2020,37.873734,-122.583204,"16","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",240,"PacificWay"
"SH","1+",6,14297,10,4834,182,"2020-07-22",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",420,"PacificWay"
"CO","YoY",0,14297,10,4834,182,"2020-07-22",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",420,"PacificWay"
"SH","YoY",1,14297,10,4834,182,"2020-07-22",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",420,"PacificWay"
"CO","YoY",0,14298,11,4835,192,"2020-07-22",2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"PacificWay"
"SH","YoY",1,14298,11,4835,192,"2020-07-22",2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"PacificWay"
"SH","1+",2,14298,11,4835,192,"2020-07-22",2020,37.875583,-122.582088,"19","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"PacificWay"
"SH","1+",9,14299,13,4836,200,"2020-07-22",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",540,"PacificWay"
"SH","YoY",1,14299,13,4836,200,"2020-07-22",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",540,"PacificWay"
"CO","YoY",0,14299,13,4836,200,"2020-07-22",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",540,"PacificWay"
"SH","YoY",1,14300,14,4837,210,"2020-07-22",2020,37.876735,-122.581516,"21","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"PacificWay"
"SH","1+",1,14300,14,4837,210,"2020-07-22",2020,37.876735,-122.581516,"21","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"PacificWay"
"CO","YoY",0,14300,14,4837,210,"2020-07-22",2020,37.876735,-122.581516,"21","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",180,"PacificWay"
"CO","YoY",0,14301,15,4838,217,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",180,"PacificWay"
"SH","YoY",1,14301,15,4838,217,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",180,"PacificWay"
"SH","1+",6,14301,15,4838,217,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",180,"PacificWay"
"CO","YoY",0,14302,15,4839,227,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"PacificWay"
"SH","YoY",1,14302,15,4839,227,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"PacificWay"
"SH","1+",8,14302,15,4839,227,"2020-07-22",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"PacificWay"
"CO","YoY",0,14303,17,4840,239,"2020-07-22",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",60,"PacificWay"
"SH","YoY",1,14303,17,4840,239,"2020-07-22",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",60,"PacificWay"
"SH","1+",1,14303,17,4840,239,"2020-07-22",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",60,"PacificWay"
"CO","YoY",0,14304,56,4841,65,"2020-07-23",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"Dipsea"
"SH","YoY",1,14304,56,4841,65,"2020-07-23",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"Dipsea"
"SH","1+",4,14304,56,4841,65,"2020-07-23",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"Dipsea"
"CO","YoY",0,14305,23,4842,43,"2020-07-23",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,"PacificWay"
"SH","1+",9,14305,23,4842,43,"2020-07-23",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,"PacificWay"
"SH","YoY",1,14305,23,4842,43,"2020-07-23",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,"PacificWay"
"CO","YoY",0,14306,74,4843,82,"2020-07-23",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,NA
"SH","YoY",1,14306,74,4843,82,"2020-07-23",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,NA
"SH","1+",6,14306,74,4843,82,"2020-07-23",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".8",NA,NA
"CO","YoY",0,14307,2,4844,97,"2020-07-23",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","YoY",1,14307,2,4844,97,"2020-07-23",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","1+",1,14307,2,4844,97,"2020-07-23",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"CO","YoY",0,14308,3,4845,120,"2020-07-23",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
